Well I'll tell her but [groaning] [Sarah Lynn] BoJack? Oh my God! Bring him in!  I can't believe you came to my concert.
 It was incredible.
When you sang that one ballad and shot fireworks out of your boobs that was such a moving tribute to gays in the military.
We are going out.
Before you go I need you to sign these posters.
It's for charity.
Doctors Without Posters.
Okay.
BoJack can you hang out for a minute?  Yeah.
I'm not going anywhere.
 Also we have those radio records and you're doing the print ads for Sarah Lynn's Stank the new fragrance from Kevin Kline.
 You mean Calvin Klein.
 Kevin Kline BoJack.
He's the only man who truly understands my fragrance.
I'll come back in 20 for those posters.
Oh my God.
Being famous is the worst.
 Ugh! Yeah you're telling me.
 No but like really famous.
 Uh  How can I explain it to someone like you? I feel like all my friends only like me because I'm Sarah Lynn you know.
 Nobody cares about Sarah Lipschitz.
 Who's Sarah Lipschitz? The lawyer who helped me change my name from Sarah Helmulfarb.
Oof! It is so great to see a real friend who knew me before I got huge and isn't just trying to get something out of me.
Right.
I swear you are like the only one I have left.
I am this close to falling off the deep end.
[laughs] I know I'm smiling right now but the light inside me is dying.
Uh what? But here I am blahblahblahing about my own boring sexy thrilling life.
What is going on with you? Well actually I'm doing this new show The BoJack Horseman Show.
 I don't know if you've seen it or  Ugh I'm so busy with the tour.
Yeah no of course no but it's been a lot of fun.
The ratings aren't great but we have this upcoming episode and we're looking for a really big guest star.
Oh.
You want me to be on your show? Well I just thought it would be really fun for the both of us.
You know like the old days.
I have the script with me if you want to take a look at it.
Um okay.
Why don't you put it on that pile over there? And I'll get to it when I have some free time.
 Over here?  Yeah.
I'd love to keep hanging out but these doctors need their posters and I'm already pretty exhausted.
You should probably go.
 Oh okay.
 It's all very exhausting.
Thanks again for coming.
Like I said it's always nice to see a you.
Yeah.
[male voice] Adam Levine has tweeted his sympathies.
Today we lost an icon."

1,"  @Diane.
 Can't believe you wanted to carpool.
 Gotta save the planet Diane.
 Hey is that BoJack Horseman? I don't know because I have no peripheral vision.
Going off of smell here.
Mr.
Peanutbutter how the hell are you?  Loving it buddy.
Loving life.
 Brother I am right there with you.
I got a brandnew attitude and I am also loving life.
Uh Diane look at us.
A couple lifelovers over here.
 Uh  Is that a new cone? Looking sharp PB.
It is a new cone.
Is it obvious I'm wearing a cone? Didn't notice.
You've got the smile of a winner.
 What's going on?  I have to wear the cone so I don't gnaw on the stitches I had to get when I punched a mirror last week.
I got drunk and thought my reflection was another dog.
I was so mad at that other dog.
He was wearing my clothes.
 We've all been there.
 I don't understand what's happening.
Did someone say something to the left? Diane is that you? Hey why don't we just us two schedj a hang for this 'kend? 'Kend"" is how I say weekend now."

1,"  And did I clean it up? No.
You didn't.
I had to call the pool cleaner.
 Ha ha.
 And you said Thank you for letting me stay here."

1,"  And that is pretty much it.
 Fascinating.
 So last night when  BoJack it's not a big deal.
You don't love me I don't love you.
We're having a good time.
It's fine.
Can't just say I don't love you"" to someone."

1,"  And you said Did he?""  Right but And I said ""Yes he did."

1,"  Are you?  No what I'm holding is nothing.
Can you check on our drinks? I would love some gin.
I wouldn't drink anything out of an open container.
This town is full of AIDS.
 That's not  You're a clown you know that? You've always been a pillar of support.
Gin please? Is there gin coming? I'm here aren't I? I suffered through that ordeal.
You know the man sitting next to me was wearing a Tshirt? A Tshirt BoJack in the theater.
Yes a Tshirt.
Worst thing that's happened to anyone in a theater.
 The Tshirt told me to just do it."

1,"  But I'm an aspiring writer.
 Uhhuh.
Sorry that was a joke.
That's the kind of witty repartee you can expect from Yeah yeah.
Thanks for the business card.
Wait ya know  I have this idea for a TV show.
 Oh? It's a grizzled former detective who gets sucked back in This sounds fabulous.
Why don't you write a script we'll go from there?  I already wrote it.
Boom.
 Oh you brought it with you.
I don't trust email.
You know the government.
Yeah.
Look Flip before I even read this I should tell you that this town's a total crapshoot.
Odds of the right person finding your material and connecting with it are a million to One.
I just know I have this great potential inside me.
I know I can do it.
Even if no one else understands or believes in me.
I'm sure that sounds pretty stupid but It's not stupid.
I believe in you.
I don't know how else to describe it other than this feeling of supreme warmth came over me like this is what I've been waiting for my whole life.
That's amazing! Todd the world is dark and scary and full of creepy clown dentists They're working very hard to be less creepy.
But when I hold this script in my hands I have hope.
I gotta get this made.
What do I always say? What's the difference between an agent and a manager?"" Uh managers are always talking about the differences between agents and managers and agents don't as much? No! Managers can produce! This script is a sign."

1,"  Can we go home now?  Yeah okay we're done.
Hey now boy come and try My clitoris is ginormous  Hello?  BoJack Horseman.
Did you get rid of your old TV Guide award? This pawnshop on La Cienega was selling one  with your name on it.
 What? Wait why were you at a pawnshop? Oh I just have a guy there who calls me whenever TV awards come in so I can buy 'em.
I put my name on it's like I won it myself! I have two Golden Globes and a People's Choice forTemple Grandin.
Sarah Lynn! Hello? You still there? My clitoris is ginor Okay party's over.
Everybody out.
 Aw!  Not you.
You are in big trouble young lady.
I can't believe you pawned my award.
It wasn't personal.
I just thought your award was stupid and I already have a billion other awards and I wanted to get money for drugs.
Look things have been tough for you and I understand that.
I know what you're going through right now.
Oh you know what I'm going through? Why? Because you were on some dumb kids show a million years ago?  Hey now.
 I had my own fashion line when I was ten.
By 20 I was packing stadiums.
I get letters every day from boys telling me that I was the first girl they masturbated to.
Literally someone tells me that every day.
 That is gross.
 Ohho I know! You sit up here in your little house and feel sorry for yourself? Oh guess what BoJ in order to be a hasbeen you have to have actually  you know been.
 You are way out of line! You're not my dad.
You're just a rugged older man who provided me with a strong masculine presence during my formative years.
I'm not your dad and you're not my child.
We're just a man and a lady living in a house together and we're both adults and we're both a little drunk.
Whooo lit my ottoman on fire?  Seriously you seriously don't know?  I'm a bad widdle"" girl."

1,"  Comedy cruise line? Oh right your improv thing.
How was your uh graduation show?  It was two months ago.
You missed it.
 Sorry.
 No you're not.
 Well Hey do you remember the morning after my first night here? I don't know why everyone keeps asking if I remember things.
I don't.
Just as a general rule if your question begins Do you remember"" and doesn't end with ""how much you hated Moulin Rouge"" the answer's no."

1,"  Diane wrote that?  Damn.
Mr.
Peanutbutter your wife has issued a challenge.
Would you allow fracking in your own backyard? I would.
Joining us now via Periscope is Frankie Flackery foreman and spokesyak for Flackery Will Get You Everywhere industrial drilling company.
 How are ya?  Flackery Flack let's talk frack.
Mr.
Peanutbutter has invited you  to drill on his property.
 Uh Will you take him up on this invitation? I could have a team there this afternoon.
Oh Ready when you are boys! Sir I apologize.
We are very eager to get home.
You were going 36 miles per hour.
The speed limit here Is 35.
 Yes.
 Now I'm no mathematician.
 I'm just a humble officer of the law.
 Okay.
So you tell me is 36 below 35 or is it above 35? Just write us a ticket and let us go.
Now now talking back to Officer Meow Meow is a major nono.
Hello! Harvey Fierstein here.
Oh! Who said that? Is there another man in your vehicle?  Hello?  Show yourself fiend! We don't have time for this!  I'm in heat!  Ma'am you need to calm down! Don't tell me to calm down or call me ma'am! Just write us a goddamn ticket so I can go home and mount my boyfriend! That's enough! Out of the car all three of you! Obviously I didn't mean you.
You're giving me the silent treatment? I guess I have thin skin.
Must be the half of me that's made of garbage.
Well who else is on this list? Stacy Fabiana Tonya Harding? She is not gonna be happy to see me.
She said sleeping with me is the worst thing she ever did.
I'm sorry it's so unpleasant for you to have to interact with women  you were shitty to.
 I don't understand why we're even doing this.
You're never gonna switch  bodies with your mom.
 God! That ship has sailed and is also impossible.
 Pull over the car.
 No.
 Pull over now!  Jesus.
Fine.
I'm gonna do the rest of this  on my own.
 No.
Hollyhock.
I got the list.
I don't need you anymore.
Have a bad life.
Joke's on you I already have one! Oh no.
No.
No no.
Where's Mr.
Peanutbutter? He's giving a stump speech on the subject of stumps.
Turns out he's pro.
Great for sitting.
I'd be careful with that faucet the water comes out very hot because of the fracking.
Aaah! How could you let him do this? You're the one who called his bluff.
Don't do that.
 This just makes my job harder.
 I didn't  call his bluff."

1,"  Did you think I was a PA? Nice! Why'd you want her to sleep with me? Not sleep with.
You told a contestant you would advance her to the final round if she slept with a PA? I said seduce."

1,"  Exactly.
Let's try it.
 Well that went well.
[both] Hmm  Oh my God.
Chills.
 Yeah you feel that?  Yeah.
 Now that's how you cut to commercial.
That actually went well.
[sitcom music playing] This place has really gone downhill since they got that new chef.
As I was saying I don't think the site needs to be just one thing.
I think it can be a big umbrella but like also not an umbrella.
That's GirlCroosh.
Sorry did you say croosh""? Oh you do not need to apologize here Diane."

1,"  Hello? Anybody home?  Get down! Go go go! Shh.
I can hear someone in there.
Channing? Jenna Dewan? Their daughter Everly Elizabeth? Uh it's me Channing Tatum.
I'm in the middle of uh Channing right now but you can come back  Tatum?  Listen I'm a reporter.
I tested your DNA against another sample's DNA and apparently the two are related.
 You're a father.
 Wait what?  Okay.
Thanks!  Todd.
I was going to write a story and drag your name through the mud just because I thought a couple more people would click on an article I wrote.
But I don't think that's the kind of journalist I want to be.
Maybe I'm not cut out for this line of work.
Sorry to bother you.
Uh Hey I obviously don't know you because I am Channing Tatum the guy from Green Lantern or whatever and you are a nobody but you came all the way over here to warn me about something you hadn't even written yet.
You ask me movie star Channing Tatum I'd say you're exactly the kind of journalist we need in this world.
Wow! That doesn't sound at all like Channing Tatum's voice but that is the kind of thing I would want Channing Tatum to say to me so thanks Channing.
Love half your movies! That was a close one huh Hollyhock?  Hollyhock?  ToToToTodd! Todd's phone.
What do you want? So I see lots of pictures of you at the fashion show  but none of you with Courtney.
 Oh crap!  Hi.
 Oh hello.
Uh why are you wearing my clothes? These aren't anything like your clothes.
This hat alone cost $50000.
Oh.
So uh What's it like being a movie star? It's awfully trying.
Do you ever feel like everyone's looking at you  but nobody sees you?  Yeah that's exactly how I feel.
No I was speaking rhetorically about a feeling that only movie stars get.
Ohh.
 Okay.
 But it feels good to talk about it.
Yeah.
Talking's good.
You know there was a meeting I was supposed to go to tonight but I don't think I'm gonna go.
I don't know if I'm ready.
 Ready for what?  What if it's not everything I want it to be? Sometimes the idea of something is better than the truth you know? I always prefer fiction to truth personally.
I've staked my career on it.
Yeah that makes sense.
 Ha hah!  Smile for the birdie.
Hey Courtney you canoodling with a supermodel now?  That's right.
 Fancy.
I love how not downtoearth you are together.
This is going to really make headlines when you two break up.
Here's an even bigger headline: we shan't be breaking up.
 We're engaged!  Wowee! Hooray! I'm confused! Hollyhock? Are you here? No but BoJack who lives here is here.
BoJack I gotta tell you um  Hollyhock is your daughter.
 What do you mean?  She's your daughter.
 I don't understand.
 She has Horseman DNA.
 What is that mean?  You're her father.
 That's impossible.
I'm BoJack.
She didn't want me to tell you but I thought you should know.
I guess I don't blame her.
I wouldn't want to be my daughter either.
BoJack Look what I do to people I'm supposed to care about.
I had sex with the one person I've ever seen you be in love with.
I guess they're not gonna put you in the best friends hall of fame but I don't know that I loved her.
I don't think I'm allowed to be in love.
Don't say that.
You do so much for everybody.
All you ever asked for was a roof over your head and the occasional s'more in a baguette.
I'm telling you it's a milliondollar idea.
I got more of you than I ever deserved.
If you never talk to me again I just want you to know that I appreciate it and I appreciate you.
Thanks.
It was shitty what you did with Emily but um I think I'm Asexual.
A sexual what? Dynamo deviant? Harassment lawsuit waiting to happen? No.
Asexual not sexual.
 Ohh.
 I'm sure you think that's weird.
Are you kidding? That's amazing.
Sometimes I wish I was asexual.
Maybe then I wouldn't have a strain of herpes.
 You have multiple strains  I know.
The joke only works with the a""."

1,"  Here we go.
I don't know to what it"" the Tshirt referred but I won't be spoken to in that tone by an article of clothing."

1,"  Hey if you like Justin so much maybe you should just continue to be really good friends with him.
Fine maybe I will marry Justin.
Uh I didn't say that.
I now pronounce this marriage over.
Biel with it.
(SOBBING)  You wanted water?  Thanks.
Wait.
Blarn right? Yeah from the coffee shop.
What are you doing here? Is there coffee to bariste""? I also do cater waiter gigs to make ends meet."

1,"  Hey mind if I change out of this shirt?  Go ahead.
(GROANS) This monkey suit is killing me.
Oof! Hey there Delilah.
Sweet hang Blarn.
You're one in a million.
 Actually my name isn't Blarn.
 What? I put that on my nametag as a dumb joke to subvert the idea of coopting personal identity to further corporate branding which as I'm saying it isn't much of a joke.
(LAUGHING) Blarn."

1,"  I can change and I will change.
 Louder.
I can change and I will change.
 Still can't hear you.
 You're an audiobook.
I've got a new attitude."

1,"  I don't remember any of that.
Well anyway I'm finally moving out just like you wanted.
Good.
Honestly you'll probably be better off without me.
Yeah.
But we had some good times though right?  Did we?  Right.
Well um take care.
Hey I hope you can find a way to be happy BoJack.
 I really do.
 Yeah okay.
Hey Todd? You need to get your shit together.
 Ugh.
 Rutabaga and I are starting a new agency.
I want you to come onboard and write celebrity tweets.
 I don't know how to do that.
 You're a ghostwriter.
It's the same as writing a book they're just a lot shorter and more people read them.
All right but why are you helping me? Because my life is a mess right now and I compulsively take care of other people when I don't know how to take care of myself.
Oh.
I was hoping it was because you believed in me.
I don't.
Welcome to my Giggleship.
For us it's a place to realize our higher selves.
For the paying public it's a place to watch improv and drink watereddown margaritas for 8.
99.
Wow we must all make a lot of money.
No no you just get paid in experience and stage time.
 Which in a way is even better than money.
 Say what? Look We've arrived at your living quarters.
Wow.
No more couchsleeping for this guy.
He gets a mattress.
That's the spirit.
And you can use improv to make this room anything you want it to be.
My cabin is exactly like yours but when I use my imagination it becomes a rich stateroom with a treasure chest full of booty.
I like a big booty if you know what I mean.
And I don't mean a butt.
You really are the master of spontaneous witticisms.
All right you ready? This is go time.
There's no turning back now.
 Oh I am ready.
 Great.
Now let's get out there and tell all those garbage rat bastard sons of bastards what we really think of them once and for all.
Everyone.
We have an announcement.
Guys we have an announcement.
 What's going on?  Mr.
Witherspoon's in the hospital.
 He had a stroke.
 Oh.
Well you know what you rat bastards can stroke?  Uh Oh.
 My big hairy Well we burned that bridge.
Todd you should be up a magician's sleeve because you are a card.
Hey Bryan.
What's going on here?  He refused to scrub the floors.
 Oh Bryan.
Please.
My knees were cramping so I needed to stand.
But I'm real good at cleaning windows.
Look.
That's solid spacework.
Bryan don't worry.
I'm gonna go to Copernicus and get this sorted out.
Copernicus? Uh Copernicus? Huh? Huh.
Whoa.
One Hundred and One Butt Jokes? No parking in the rear?"" Aah!  Copernicus is a fraud!  A fraud? Me? Ow."

1,"  I got your number!  Why didn't you just bring Hollyhock? I was gonna but she got really into counting her teeth this morning didn't want to leave the house.
You know how teens are.
Ruthie this was supposed to be about your ancestor.
Who are all these other  characaters""?  They fill out the world."

1,"  I knew it!  Come on! Like you're not gonna tear BoJack apart in your book.
I'm not tearing him apart."

1,"  I never even thought they'd read it.
Talk of the Town""? More like ""Schlock of the Clown""."

1,"  I said I felt"" like a blob."

1,"  Is that right?  That is exactly correct A Ryan but I am very excited for this opportunity to put a face on this important issue.
One out of three women will have an abortion in her life.
That sounds crazy high to me I don't buy it.
I wanted to destigmatize the experience for all women out there so I'm dropping a new single.
 What?  Surprise!  New single?  Just relax.
Crack an egg on your head feel the yolk drip down.
America get your uteruses turnt 'cause this song is called Get Dat Fetus Kill Dat Fetus."

1,"  It is I.
 Woodchuck CoodchuckBerkowitz!  We're saved!  Wow! Oh thank God.
A leader.
 [DIANE LAUGHS]  [BOJACK] Sh.
What's going on down here? Anyone's looking for us? We're cool.
Just being cool don't worry.
Diane have you just been getting drunk with BoJack this whole time?  What? I'm still mad at you.
 [BOJACK LAUGHING]  Citizens remain calm.
 Yeah that's what I've been saying! Rescue workers are coming but it could be a while.
State emergency funds have been depleted due to budget overruns on a costly bridge to Hawaii that's being constructed.
Oh yeah! Since a woodchuck is a digging animal I came to get you out early.
Is that what a woodchuck is? Why did I think it was like a beaver? What's it like out there Woodchuck? Whole neighborhood totaled?  Is the city in chaos?  No it's really just your house.
Because of all the fracking that's been happening underneath your house.
Oh! Interesting!  Ayyiyi.
 Oh right right.
So you just burrowed down here to rescue your political opponent's top donors.
That's convenient.
It was actually very inconvenient but I put politics aside to save you people from dying.
Three cheers for Woodchuck! [ALL] Hip hip hooray! Please don't cheer too loudly.
The tunnel is very delicate.
 Hip hip hooray!  Seriously I think it's best to  Hip hip hooray!  [RUMBLING] [SIGHS]  Let's cheer one more time  just for fun!  No please.
 Four cheers.
Why not? Hip hip  Hooray!  No!  [RUMBLING] [SCREAMS] So turns out three cheers was probably an adequate number of cheers.
[RUMBLING]  What was that?  Just keep walking.
God I can't wait to get home.
I don't even have a home anymore.
Oh man where am I going to keep all my different colored hats I never wear? Well if you need another couch to crash on there's always my place.
 Didn't you move in with Ralph?  Yeah but I kept the old apartment.
 Just in case I guess.
 In case of what?  [FAINT CHATTERING]  What was that? Whoa! Oh! [YELPS] Now ladies just calm down.
We can talk about this.
What are we gonna do Princess Carolyn? [ANTS GASP] [CHATTERING] Did you say you're a princess?  That's just my name.
I'm a manager.
 It's like an agent.
 It's totally different.
 Is it though?  Silence! You negotiate deals?  Mmhmm.
You could be of service Manager Carolyn.
[ANT LEADER LAUGHS] My hands they're crushed.
There's no way I can dig us back out now.
Well I can dig! Actually no one should dig.
Your foundation is basically Swiss cheese.
The slightest provocation could cause another collapse that would crush us all.
[ALL GASP] I know that because I bought a sitcom about fracking The Frack Shack.
It's New Girl meets fracking.
[CHUCKLES] Oh God no one's gonna watch that show huh? [GROANS] Someone will be coming for us soon.
In the meantime we must organize.
Parcel out food and water and see how much we've got.
 I'll assign team leaders.
 Oh no.
I'm sensing a shift in power.
[GROANS] [GUESTS CHUCKLING] All right.
Um  God!  For you a banana  because you're so appealing.
 Yeah.
And for you a radish.
Enjoy.
Mr.
Peanutbutter this is a disaster.
I don't think so.
I'm food captain and I am loving it.
 And who made you the food captain?  Woodchuck.
Exactly.
He's in charge.
Excuse me you have not been allocated those rations.
I'm a horse.
I need more food and I'm a celebrity.
 Everyone down here is a celebrity.
 Not the caterers.
Relinquish the food.
Hey.
Here's your chance.
Actually Woodchuck this is my house and BoJack can eat whatever he wants.
This man has already reached his allotted food portion for the day.
Who said we have to go by your rules? Yeah who made you leader of underground? I'm just gonna take all this and You've appointed me.
Yes I under citizens look Keep it together.
[GRUNTS]  Weird stuff going on downstairs.
 [CLICKING] Humph.
 I can't believe this is my life.
 Uhoh.
Too much sad booze for you.
Where's the happy booze? I'm trapped underground and it's all my husband's fault and I'm gonna die in this mansion in a mass grave with his exwives.
Okay.
But on the bright side Look Mr.
Peanutbutter loves you you got a cool job you got friends.
Jesus you're right.
Even when I was above ground I wasn't satisfied.
Oh my God.
I'm the problem! [SOBBING] Whoa! What the? Why can't I be happy? Am I busted? No.
It I am! I'm a pit.
I'm a pit that good things fall into! Diane you're not a pit.
I'm a pit! [SOBBING] [SIGHS] I can't believe I'm crying.
This is so dumb.
It's okay.
Don't feel bad about feeling bad.
You disappeared for a year and a half.
So you do want to talk about it.
Just took four solid days of drinking.
If you were back in L.
A.
 why didn't you call me?  I wasn't ready.
 Ready? For what? I wanted to be better when you saw me again.
And I thought I could be somehow.
But I'm not.
And even if I did get better the best I could ever be is still just some other version of me.
BoJack I can't wait for you to be better.
I need you in my life.
 Really?  You're the biggest asshole I know and you're the only thing that makes sense to me.
[DIANE SIGHS MOANS] People should be able to have some control over their lives down here.
 Yeah!  People need boundaries.
Leadership means sometimes being the bad guy.
You hear that? Woodchuck's a bad guy! I don't want a bad guy to be our leader.
 That's not  That's a point for Mr.
Peanutbutter.
And I'm the good guy so that's two points for me.
What points? There are no points.
 This is not a game!  Well maybe there should be points.
 Yeah!  Points! People seem to like my points idea.
That's another point for me.
Well I'm the one who came down here to save you in the first place.
Surely I get points for that.
Asking for points is conceited.
That's more points for me.
 He's right!  What?! If you came down to save us why are we still here? [ALL] Yeah! You had one job and you couldn't do it!  Yeah!  That's right.
Minus point for Woodchuck.
I implore you not to fall into a mob mentality.
 He called us a mob! Let's kill him!  Yeah! Folks Woodchuck's political philosophy is as broken as his hands.
That is a convincing argument.
He does have broken hands.
Maybe it's time an outsider took control.
An outsider like me the guy whose house this is.
[CHANTING] Peanutbutter Peanutbutter.
Peanutbutter everybody.
[CHANTING] Peanutbutter! Peanutbutter! Peanutbutter!  Me!  Peanutbutter!  Me!  Peanutbutter! [FAINT CHANTING] Peanutbutter! Peanutbutter  [SNORING]  BoJack.
BoJack.
 BoJack.
 What?  Did you know I can juggle?  Cool.
Are you okay? I mean outside of our current situation of being buried alive and almost out of alcohol except for cooking sherry and Midori? It's just been a rough couple years with Sarah Lynn dying and Herb.
 And Corduroy?  Corduwhat now? Corduroy? JacksonJackson? Died of autoerotic asphyxization""? Oh yeah him too."

1,"  It was so funny.
 Wow.
It seems like you're really in sync with this Justin guy.
You should do all the things with him that I can't do.
Like eat chocolate or enjoy fireworks or watch tennis.
Why tennis makes me so mad.
Why doesn't anyone ever catch the ball? Hello? Can we please get some service in this place? I'm famous actress Jessica Biel.
I'm one of the Jessicas.
Mom I'm finally gonna be a published writer.
My Open Letter to Open Letters"" is going to be published in McSweeney's."

1,"  It's so stupid.
Just say the thing.
You don't need to introduce the concept that there's going to be a thing.
I don't expect to be offered Secretariat right away but when am I gonna be up for real roles? We'll get there BJ.
We both will.
In fact if I play my cards right I might get there real soon.
Wait.
 Did the guys from ABC call?  Uhhuh.
They invited me to some hotshot event at LACMA this weekend.
I'm gonna pitch 'em a TV show while they're drunk.
An offtheclock nonworkrelated social event? That's the perfect time to pitch a TV show.
You're brilliant.
These people are so fancy.
Look look look.
Hey hey look.
That's Joyce DeWitt isn't it? That's Joyce DeWitt.
And that's Angela Diaz.
And that's Ubu the guy who sits.
 He is a good dog.
 [Ubu barks] Guys don't take your eyes off the prize.
We need to fill Charlotte's bag with these mini quiches.
This is our breakfast for June.
 Herb Kazzaz.
 Shit we're busted.
 [plate shatters]  Pretend you don't speak English.
Buongiorno.
Bon Jovi.
Salutations.
Crap that's English.
Hey you mind if I steal this superstar for a second? Okay yeah.
I'll catch you two later.
Stay out of trouble.
Oh ho.
Well there he goes.
Herb's about to hit the big time and I'm just gonna be a smallfry doing tiny commercials and eating mini quiches.
You're dead wrong.
You're gonna be a big success.
Herb says that to me all the time.
 He thinks the world of you.
 He does? Yeah I'm not worried about if you'll become a star.
I'm more worried about how you'll change when it happens.
Like you think I'll get fat? No that's not what I'm talking about.
So you're saying I definitely  won't get fat?  No.
Well make up your mind lady.
Look over there.
See those tar pits? Hollywood's a real pretty town that's smack on top of all that black tar.
By the time you realize you're sinking it's too late.
Wait is this a science lesson? No BoJack it's a metaphor.
 Ugh that's worse.
 BoJack I'm moving to Maine.
Whoa whoa whoa.
Really?  Does Herb know?  Yeah.
I don't think I'm the person Herb's looking for.
I'm going to miss you Charlotte.
Hey do you ever wonder what would have happened if you'd met me before Herb did? Would you have made a move on me?  Charlotte  I don't think you would have.
You know why? I think you're a coward.
Now go stuff some prosciutto in your pants before that Webster kid takes it all.
[upbeat music] [Herb] I love this town.
Why did you bring me to Griffith Park? Are we gonna get in a knife fight like in Rebel Without a Cause?  I hate that title.
 He had several causes.
I wanted to give you this.
Look out at that city.
What do you see? Wow I didn't realize there were so many day hookers.
I see a city that you and I will run someday and when we're both famous and have everything we've ever wanted we'll come back here together and high five.
I'm not fully on board with this new high five thing.
What ever happened to the low five? Give me some skin.
BJ listen.
I got a call from ABC today.
They bought my TV pitch.
